ward,year,race,office,preference,ballots
41,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,9
41,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,16
41,2004,PRIMARY,MAYOR,VINCE BOBOT,9
41,2004,PRIMARY,MAYOR,MARVIN PRATT,194
41,2004,PRIMARY,MAYOR,TOM BARRETT,404
41,2004,PRIMARY,MAYOR,LEON TODD,20
41,2004,PRIMARY,MAYOR,DAVID CLARKE,74
41,2004,PRIMARY,MAYOR,JOHN V PITTA,6
41,2004,PRIMARY,MAYOR,ARTHUR L JONES,9
41,2004,PRIMARY,MAYOR,WRITE IN,0
42,2004,PRIMARY,MAYOR,SANDY FOLARON,36
42,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,25
42,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,30
42,2004,PRIMARY,MAYOR,VINCE BOBOT,42
42,2004,PRIMARY,MAYOR,MARVIN PRATT,118
42,2004,PRIMARY,MAYOR,TOM BARRETT,607
42,2004,PRIMARY,MAYOR,LEON TODD,0
42,2004,PRIMARY,MAYOR,DAVID CLARKE,160
42,2004,PRIMARY,MAYOR,JOHN V PITTA,4
42,2004,PRIMARY,MAYOR,ARTHUR L JONES,6
42,2004,PRIMARY,MAYOR,WRITE IN,0
43,2004,PRIMARY,MAYOR,SANDY FOLARON,25
43,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
43,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,13
43,2004,PRIMARY,MAYOR,VINCE BOBOT,24
43,2004,PRIMARY,MAYOR,MARVIN PRATT,81
43,2004,PRIMARY,MAYOR,TOM BARRETT,338
43,2004,PRIMARY,MAYOR,LEON TODD,2
43,2004,PRIMARY,MAYOR,DAVID CLARKE,92
43,2004,PRIMARY,MAYOR,JOHN V PITTA,5
43,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
43,2004,PRIMARY,MAYOR,WRITE IN,1
44,2004,PRIMARY,MAYOR,SANDY FOLARON,23
44,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,13
44,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,12
44,2004,PRIMARY,MAYOR,VINCE BOBOT,49
44,2004,PRIMARY,MAYOR,MARVIN PRATT,108
44,2004,PRIMARY,MAYOR,TOM BARRETT,348
44,2004,PRIMARY,MAYOR,LEON TODD,7
44,2004,PRIMARY,MAYOR,DAVID CLARKE,132
44,2004,PRIMARY,MAYOR,JOHN V PITTA,5
44,2004,PRIMARY,MAYOR,ARTHUR L JONES,8
44,2004,PRIMARY,MAYOR,WRITE IN,2
45,2004,PRIMARY,MAYOR,SANDY FOLARON,16
45,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,5
45,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,10
45,2004,PRIMARY,MAYOR,VINCE BOBOT,29
45,2004,PRIMARY,MAYOR,MARVIN PRATT,60
45,2004,PRIMARY,MAYOR,TOM BARRETT,215
45,2004,PRIMARY,MAYOR,LEON TODD,3
45,2004,PRIMARY,MAYOR,DAVID CLARKE,60
45,2004,PRIMARY,MAYOR,JOHN V PITTA,1
45,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
45,2004,PRIMARY,MAYOR,WRITE IN,0
46,2004,PRIMARY,MAYOR,SANDY FOLARON,17
46,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
46,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,7
46,2004,PRIMARY,MAYOR,VINCE BOBOT,24
46,2004,PRIMARY,MAYOR,MARVIN PRATT,55
46,2004,PRIMARY,MAYOR,TOM BARRETT,228
46,2004,PRIMARY,MAYOR,LEON TODD,5
46,2004,PRIMARY,MAYOR,DAVID CLARKE,67
46,2004,PRIMARY,MAYOR,JOHN V PITTA,3
46,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
46,2004,PRIMARY,MAYOR,WRITE IN,1
47,2004,PRIMARY,MAYOR,SANDY FOLARON,18
47,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,3
47,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,7
47,2004,PRIMARY,MAYOR,VINCE BOBOT,21
47,2004,PRIMARY,MAYOR,MARVIN PRATT,49
47,2004,PRIMARY,MAYOR,TOM BARRETT,219
47,2004,PRIMARY,MAYOR,LEON TODD,11
47,2004,PRIMARY,MAYOR,DAVID CLARKE,78
47,2004,PRIMARY,MAYOR,JOHN V PITTA,3
47,2004,PRIMARY,MAYOR,ARTHUR L JONES,4
47,2004,PRIMARY,MAYOR,WRITE IN,0
48,2004,PRIMARY,MAYOR,SANDY FOLARON,25
48,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,5
48,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,10
48,2004,PRIMARY,MAYOR,VINCE BOBOT,26
48,2004,PRIMARY,MAYOR,MARVIN PRATT,122
48,2004,PRIMARY,MAYOR,TOM BARRETT,220
48,2004,PRIMARY,MAYOR,LEON TODD,10
48,2004,PRIMARY,MAYOR,DAVID CLARKE,68
48,2004,PRIMARY,MAYOR,JOHN V PITTA,11
48,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
48,2004,PRIMARY,MAYOR,WRITE IN,1
49,2004,PRIMARY,MAYOR,SANDY FOLARON,22
49,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,7
49,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,16
49,2004,PRIMARY,MAYOR,VINCE BOBOT,29
49,2004,PRIMARY,MAYOR,MARVIN PRATT,97
49,2004,PRIMARY,MAYOR,TOM BARRETT,230
49,2004,PRIMARY,MAYOR,LEON TODD,7
49,2004,PRIMARY,MAYOR,DAVID CLARKE,91
49,2004,PRIMARY,MAYOR,JOHN V PITTA,3
49,2004,PRIMARY,MAYOR,ARTHUR L JONES,4
49,2004,PRIMARY,MAYOR,WRITE IN,1
50,2004,PRIMARY,MAYOR,SANDY FOLARON,12
50,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,6
50,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,6
50,2004,PRIMARY,MAYOR,VINCE BOBOT,12
50,2004,PRIMARY,MAYOR,MARVIN PRATT,68
50,2004,PRIMARY,MAYOR,TOM BARRETT,232
50,2004,PRIMARY,MAYOR,LEON TODD,2
50,2004,PRIMARY,MAYOR,DAVID CLARKE,70
50,2004,PRIMARY,MAYOR,JOHN V PITTA,0
50,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
50,2004,PRIMARY,MAYOR,WRITE IN,0
51,2004,PRIMARY,MAYOR,SANDY FOLARON,35
51,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,18
51,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,11
51,2004,PRIMARY,MAYOR,VINCE BOBOT,42
51,2004,PRIMARY,MAYOR,MARVIN PRATT,178
51,2004,PRIMARY,MAYOR,TOM BARRETT,347
51,2004,PRIMARY,MAYOR,LEON TODD,8
51,2004,PRIMARY,MAYOR,DAVID CLARKE,108
51,2004,PRIMARY,MAYOR,JOHN V PITTA,10
51,2004,PRIMARY,MAYOR,ARTHUR L JONES,6
51,2004,PRIMARY,MAYOR,WRITE IN,3
52,2004,PRIMARY,MAYOR,SANDY FOLARON,27
52,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,5
52,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,13
52,2004,PRIMARY,MAYOR,VINCE BOBOT,31
52,2004,PRIMARY,MAYOR,MARVIN PRATT,111
52,2004,PRIMARY,MAYOR,TOM BARRETT,329
52,2004,PRIMARY,MAYOR,LEON TODD,12
52,2004,PRIMARY,MAYOR,DAVID CLARKE,118
52,2004,PRIMARY,MAYOR,JOHN V PITTA,8
52,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
52,2004,PRIMARY,MAYOR,WRITE IN,0
53,2004,PRIMARY,MAYOR,SANDY FOLARON,19
53,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
53,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,15
53,2004,PRIMARY,MAYOR,VINCE BOBOT,19
53,2004,PRIMARY,MAYOR,MARVIN PRATT,108
53,2004,PRIMARY,MAYOR,TOM BARRETT,287
53,2004,PRIMARY,MAYOR,LEON TODD,11
53,2004,PRIMARY,MAYOR,DAVID CLARKE,88
53,2004,PRIMARY,MAYOR,JOHN V PITTA,3
53,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
53,2004,PRIMARY,MAYOR,WRITE IN,3
54,2004,PRIMARY,MAYOR,SANDY FOLARON,53
54,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,16
54,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,38
54,2004,PRIMARY,MAYOR,VINCE BOBOT,45
54,2004,PRIMARY,MAYOR,MARVIN PRATT,204
54,2004,PRIMARY,MAYOR,TOM BARRETT,508
54,2004,PRIMARY,MAYOR,LEON TODD,16
54,2004,PRIMARY,MAYOR,DAVID CLARKE,198
54,2004,PRIMARY,MAYOR,JOHN V PITTA,7
54,2004,PRIMARY,MAYOR,ARTHUR L JONES,5
54,2004,PRIMARY,MAYOR,WRITE IN,2
55,2004,PRIMARY,MAYOR,SANDY FOLARON,19
55,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,9
55,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,13
55,2004,PRIMARY,MAYOR,VINCE BOBOT,18
55,2004,PRIMARY,MAYOR,MARVIN PRATT,85
55,2004,PRIMARY,MAYOR,TOM BARRETT,208
55,2004,PRIMARY,MAYOR,LEON TODD,1
55,2004,PRIMARY,MAYOR,DAVID CLARKE,68
55,2004,PRIMARY,MAYOR,JOHN V PITTA,5
55,2004,PRIMARY,MAYOR,ARTHUR L JONES,0
55,2004,PRIMARY,MAYOR,WRITE IN,1
56,2004,PRIMARY,MAYOR,SANDY FOLARON,21
56,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,11
56,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,14
56,2004,PRIMARY,MAYOR,VINCE BOBOT,13
56,2004,PRIMARY,MAYOR,MARVIN PRATT,119
56,2004,PRIMARY,MAYOR,TOM BARRETT,375
56,2004,PRIMARY,MAYOR,LEON TODD,5
56,2004,PRIMARY,MAYOR,DAVID CLARKE,112
56,2004,PRIMARY,MAYOR,JOHN V PITTA,6
56,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
56,2004,PRIMARY,MAYOR,WRITE IN,1
57,2004,PRIMARY,MAYOR,SANDY FOLARON,25
57,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
57,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,12
57,2004,PRIMARY,MAYOR,VINCE BOBOT,33
57,2004,PRIMARY,MAYOR,MARVIN PRATT,56
57,2004,PRIMARY,MAYOR,TOM BARRETT,137
57,2004,PRIMARY,MAYOR,LEON TODD,4
57,2004,PRIMARY,MAYOR,DAVID CLARKE,81
57,2004,PRIMARY,MAYOR,JOHN V PITTA,2
57,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
57,2004,PRIMARY,MAYOR,WRITE IN,0
58,2004,PRIMARY,MAYOR,SANDY FOLARON,23
58,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,14
58,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,23
58,2004,PRIMARY,MAYOR,VINCE BOBOT,41
58,2004,PRIMARY,MAYOR,MARVIN PRATT,123
58,2004,PRIMARY,MAYOR,TOM BARRETT,410
58,2004,PRIMARY,MAYOR,LEON TODD,6
58,2004,PRIMARY,MAYOR,DAVID CLARKE,181
58,2004,PRIMARY,MAYOR,JOHN V PITTA,4
58,2004,PRIMARY,MAYOR,ARTHUR L JONES,3
58,2004,PRIMARY,MAYOR,WRITE IN,2
59,2004,PRIMARY,MAYOR,SANDY FOLARON,17
59,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
59,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,5
59,2004,PRIMARY,MAYOR,VINCE BOBOT,31
59,2004,PRIMARY,MAYOR,MARVIN PRATT,65
59,2004,PRIMARY,MAYOR,TOM BARRETT,250
59,2004,PRIMARY,MAYOR,LEON TODD,2
59,2004,PRIMARY,MAYOR,DAVID CLARKE,91
59,2004,PRIMARY,MAYOR,JOHN V PITTA,2
59,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
59,2004,PRIMARY,MAYOR,WRITE IN,0
60,2004,PRIMARY,MAYOR,SANDY FOLARON,23
60,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,16
60,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,7
60,2004,PRIMARY,MAYOR,VINCE BOBOT,21
60,2004,PRIMARY,MAYOR,MARVIN PRATT,93
60,2004,PRIMARY,MAYOR,TOM BARRETT,151
60,2004,PRIMARY,MAYOR,LEON TODD,6
60,2004,PRIMARY,MAYOR,DAVID CLARKE,80
60,2004,PRIMARY,MAYOR,JOHN V PITTA,4
60,2004,PRIMARY,MAYOR,ARTHUR L JONES,3
60,2004,PRIMARY,MAYOR,WRITE IN,0
61,2004,PRIMARY,MAYOR,SANDY FOLARON,3
61,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
61,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,4
61,2004,PRIMARY,MAYOR,VINCE BOBOT,15
61,2004,PRIMARY,MAYOR,MARVIN PRATT,68
61,2004,PRIMARY,MAYOR,TOM BARRETT,51
61,2004,PRIMARY,MAYOR,LEON TODD,0
61,2004,PRIMARY,MAYOR,DAVID CLARKE,25
61,2004,PRIMARY,MAYOR,JOHN V PITTA,1
61,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
61,2004,PRIMARY,MAYOR,WRITE IN,0
62,2004,PRIMARY,MAYOR,SANDY FOLARON,8
62,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,3
62,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,2
62,2004,PRIMARY,MAYOR,VINCE BOBOT,13
62,2004,PRIMARY,MAYOR,MARVIN PRATT,47
62,2004,PRIMARY,MAYOR,TOM BARRETT,66
62,2004,PRIMARY,MAYOR,LEON TODD,2
62,2004,PRIMARY,MAYOR,DAVID CLARKE,42
62,2004,PRIMARY,MAYOR,JOHN V PITTA,2
62,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
62,2004,PRIMARY,MAYOR,WRITE IN,0
63,2004,PRIMARY,MAYOR,SANDY FOLARON,5
63,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
63,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
63,2004,PRIMARY,MAYOR,VINCE BOBOT,5
63,2004,PRIMARY,MAYOR,MARVIN PRATT,25
63,2004,PRIMARY,MAYOR,TOM BARRETT,42
63,2004,PRIMARY,MAYOR,LEON TODD,0
63,2004,PRIMARY,MAYOR,DAVID CLARKE,23
63,2004,PRIMARY,MAYOR,JOHN V PITTA,1
63,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
63,2004,PRIMARY,MAYOR,WRITE IN,1
64,2004,PRIMARY,MAYOR,SANDY FOLARON,17
64,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
64,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,7
64,2004,PRIMARY,MAYOR,VINCE BOBOT,14
64,2004,PRIMARY,MAYOR,MARVIN PRATT,101
64,2004,PRIMARY,MAYOR,TOM BARRETT,97
64,2004,PRIMARY,MAYOR,LEON TODD,1
64,2004,PRIMARY,MAYOR,DAVID CLARKE,35
64,2004,PRIMARY,MAYOR,JOHN V PITTA,2
64,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
64,2004,PRIMARY,MAYOR,WRITE IN,1
65,2004,PRIMARY,MAYOR,SANDY FOLARON,6
65,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
65,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,0
65,2004,PRIMARY,MAYOR,VINCE BOBOT,6
65,2004,PRIMARY,MAYOR,MARVIN PRATT,102
65,2004,PRIMARY,MAYOR,TOM BARRETT,37
65,2004,PRIMARY,MAYOR,LEON TODD,1
65,2004,PRIMARY,MAYOR,DAVID CLARKE,27
65,2004,PRIMARY,MAYOR,JOHN V PITTA,1
65,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
65,2004,PRIMARY,MAYOR,WRITE IN,0
66,2004,PRIMARY,MAYOR,SANDY FOLARON,7
66,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
66,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,3
66,2004,PRIMARY,MAYOR,VINCE BOBOT,2
66,2004,PRIMARY,MAYOR,MARVIN PRATT,113
66,2004,PRIMARY,MAYOR,TOM BARRETT,13
66,2004,PRIMARY,MAYOR,LEON TODD,1
66,2004,PRIMARY,MAYOR,DAVID CLARKE,24
66,2004,PRIMARY,MAYOR,JOHN V PITTA,3
66,2004,PRIMARY,MAYOR,ARTHUR L JONES,3
66,2004,PRIMARY,MAYOR,WRITE IN,0
67,2004,PRIMARY,MAYOR,SANDY FOLARON,6
67,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
67,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,3
67,2004,PRIMARY,MAYOR,VINCE BOBOT,1
67,2004,PRIMARY,MAYOR,MARVIN PRATT,186
67,2004,PRIMARY,MAYOR,TOM BARRETT,50
67,2004,PRIMARY,MAYOR,LEON TODD,2
67,2004,PRIMARY,MAYOR,DAVID CLARKE,11
67,2004,PRIMARY,MAYOR,JOHN V PITTA,6
67,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
67,2004,PRIMARY,MAYOR,WRITE IN,0
68,2004,PRIMARY,MAYOR,SANDY FOLARON,10
68,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
68,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,1
68,2004,PRIMARY,MAYOR,VINCE BOBOT,8
68,2004,PRIMARY,MAYOR,MARVIN PRATT,103
68,2004,PRIMARY,MAYOR,TOM BARRETT,41
68,2004,PRIMARY,MAYOR,LEON TODD,1
68,2004,PRIMARY,MAYOR,DAVID CLARKE,28
68,2004,PRIMARY,MAYOR,JOHN V PITTA,2
68,2004,PRIMARY,MAYOR,ARTHUR L JONES,0
68,2004,PRIMARY,MAYOR,WRITE IN,0
69,2004,PRIMARY,MAYOR,SANDY FOLARON,4
69,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
69,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,4
69,2004,PRIMARY,MAYOR,VINCE BOBOT,2
69,2004,PRIMARY,MAYOR,MARVIN PRATT,74
69,2004,PRIMARY,MAYOR,TOM BARRETT,36
69,2004,PRIMARY,MAYOR,LEON TODD,0
69,2004,PRIMARY,MAYOR,DAVID CLARKE,9
69,2004,PRIMARY,MAYOR,JOHN V PITTA,1
69,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
69,2004,PRIMARY,MAYOR,WRITE IN,0
70,2004,PRIMARY,MAYOR,SANDY FOLARON,11
70,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
70,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,4
70,2004,PRIMARY,MAYOR,VINCE BOBOT,7
70,2004,PRIMARY,MAYOR,MARVIN PRATT,211
70,2004,PRIMARY,MAYOR,TOM BARRETT,70
70,2004,PRIMARY,MAYOR,LEON TODD,0
70,2004,PRIMARY,MAYOR,DAVID CLARKE,25
70,2004,PRIMARY,MAYOR,JOHN V PITTA,5
70,2004,PRIMARY,MAYOR,ARTHUR L JONES,12
70,2004,PRIMARY,MAYOR,WRITE IN,0
71,2004,PRIMARY,MAYOR,SANDY FOLARON,15
71,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,13
71,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,5
71,2004,PRIMARY,MAYOR,VINCE BOBOT,2
71,2004,PRIMARY,MAYOR,MARVIN PRATT,178
71,2004,PRIMARY,MAYOR,TOM BARRETT,61
71,2004,PRIMARY,MAYOR,LEON TODD,1
71,2004,PRIMARY,MAYOR,DAVID CLARKE,24
71,2004,PRIMARY,MAYOR,JOHN V PITTA,9
71,2004,PRIMARY,MAYOR,ARTHUR L JONES,4
71,2004,PRIMARY,MAYOR,WRITE IN,1
72,2004,PRIMARY,MAYOR,SANDY FOLARON,9
72,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
72,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,5
72,2004,PRIMARY,MAYOR,VINCE BOBOT,3
72,2004,PRIMARY,MAYOR,MARVIN PRATT,165
72,2004,PRIMARY,MAYOR,TOM BARRETT,51
72,2004,PRIMARY,MAYOR,LEON TODD,2
72,2004,PRIMARY,MAYOR,DAVID CLARKE,28
72,2004,PRIMARY,MAYOR,JOHN V PITTA,2
72,2004,PRIMARY,MAYOR,ARTHUR L JONES,4
72,2004,PRIMARY,MAYOR,WRITE IN,0
73,2004,PRIMARY,MAYOR,SANDY FOLARON,8
73,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
73,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,1
73,2004,PRIMARY,MAYOR,VINCE BOBOT,1
73,2004,PRIMARY,MAYOR,MARVIN PRATT,149
73,2004,PRIMARY,MAYOR,TOM BARRETT,50
73,2004,PRIMARY,MAYOR,LEON TODD,1
73,2004,PRIMARY,MAYOR,DAVID CLARKE,18
73,2004,PRIMARY,MAYOR,JOHN V PITTA,4
73,2004,PRIMARY,MAYOR,ARTHUR L JONES,6
73,2004,PRIMARY,MAYOR,WRITE IN,0
74,2004,PRIMARY,MAYOR,SANDY FOLARON,6
74,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
74,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,18
74,2004,PRIMARY,MAYOR,VINCE BOBOT,2
74,2004,PRIMARY,MAYOR,MARVIN PRATT,178
74,2004,PRIMARY,MAYOR,TOM BARRETT,46
74,2004,PRIMARY,MAYOR,LEON TODD,2
74,2004,PRIMARY,MAYOR,DAVID CLARKE,31
74,2004,PRIMARY,MAYOR,JOHN V PITTA,1
74,2004,PRIMARY,MAYOR,ARTHUR L JONES,5
74,2004,PRIMARY,MAYOR,WRITE IN,0
75,2004,PRIMARY,MAYOR,SANDY FOLARON,4
75,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
75,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,11
75,2004,PRIMARY,MAYOR,VINCE BOBOT,4
75,2004,PRIMARY,MAYOR,MARVIN PRATT,186
75,2004,PRIMARY,MAYOR,TOM BARRETT,103
75,2004,PRIMARY,MAYOR,LEON TODD,1
75,2004,PRIMARY,MAYOR,DAVID CLARKE,73
75,2004,PRIMARY,MAYOR,JOHN V PITTA,1
75,2004,PRIMARY,MAYOR,ARTHUR L JONES,4
75,2004,PRIMARY,MAYOR,WRITE IN,0
76,2004,PRIMARY,MAYOR,SANDY FOLARON,11
76,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
76,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,57
76,2004,PRIMARY,MAYOR,VINCE BOBOT,5
76,2004,PRIMARY,MAYOR,MARVIN PRATT,104
76,2004,PRIMARY,MAYOR,TOM BARRETT,135
76,2004,PRIMARY,MAYOR,LEON TODD,1
76,2004,PRIMARY,MAYOR,DAVID CLARKE,129
76,2004,PRIMARY,MAYOR,JOHN V PITTA,4
76,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
76,2004,PRIMARY,MAYOR,WRITE IN,0
77,2004,PRIMARY,MAYOR,SANDY FOLARON,15
77,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
77,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,62
77,2004,PRIMARY,MAYOR,VINCE BOBOT,9
77,2004,PRIMARY,MAYOR,MARVIN PRATT,143
77,2004,PRIMARY,MAYOR,TOM BARRETT,157
77,2004,PRIMARY,MAYOR,LEON TODD,1
77,2004,PRIMARY,MAYOR,DAVID CLARKE,137
77,2004,PRIMARY,MAYOR,JOHN V PITTA,1
77,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
77,2004,PRIMARY,MAYOR,WRITE IN,0
78,2004,PRIMARY,MAYOR,SANDY FOLARON,7
78,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,1
78,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,13
78,2004,PRIMARY,MAYOR,VINCE BOBOT,5
78,2004,PRIMARY,MAYOR,MARVIN PRATT,156
78,2004,PRIMARY,MAYOR,TOM BARRETT,90
78,2004,PRIMARY,MAYOR,LEON TODD,1
78,2004,PRIMARY,MAYOR,DAVID CLARKE,51
78,2004,PRIMARY,MAYOR,JOHN V PITTA,2
78,2004,PRIMARY,MAYOR,ARTHUR L JONES,2
78,2004,PRIMARY,MAYOR,WRITE IN,0
79,2004,PRIMARY,MAYOR,SANDY FOLARON,20
79,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,4
79,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,8
79,2004,PRIMARY,MAYOR,VINCE BOBOT,10
79,2004,PRIMARY,MAYOR,MARVIN PRATT,152
79,2004,PRIMARY,MAYOR,TOM BARRETT,102
79,2004,PRIMARY,MAYOR,LEON TODD,1
79,2004,PRIMARY,MAYOR,DAVID CLARKE,65
79,2004,PRIMARY,MAYOR,JOHN V PITTA,2
79,2004,PRIMARY,MAYOR,ARTHUR L JONES,5
79,2004,PRIMARY,MAYOR,WRITE IN,0
80,2004,PRIMARY,MAYOR,SANDY FOLARON,8
80,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
80,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,14
80,2004,PRIMARY,MAYOR,VINCE BOBOT,6
80,2004,PRIMARY,MAYOR,MARVIN PRATT,189
80,2004,PRIMARY,MAYOR,TOM BARRETT,82
80,2004,PRIMARY,MAYOR,LEON TODD,0
80,2004,PRIMARY,MAYOR,DAVID CLARKE,76
80,2004,PRIMARY,MAYOR,JOHN V PITTA,1
80,2004,PRIMARY,MAYOR,ARTHUR L JONES,7
80,2004,PRIMARY,MAYOR,WRITE IN,0
81,2004,PRIMARY,MAYOR,SANDY FOLARON,4
81,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,0
81,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,12
81,2004,PRIMARY,MAYOR,VINCE BOBOT,6
81,2004,PRIMARY,MAYOR,MARVIN PRATT,116
81,2004,PRIMARY,MAYOR,TOM BARRETT,161
81,2004,PRIMARY,MAYOR,LEON TODD,0
81,2004,PRIMARY,MAYOR,DAVID CLARKE,104
81,2004,PRIMARY,MAYOR,JOHN V PITTA,1
81,2004,PRIMARY,MAYOR,ARTHUR L JONES,1
81,2004,PRIMARY,MAYOR,WRITE IN,0
82,2004,PRIMARY,MAYOR,SANDY FOLARON,10
82,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,5
82,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,24
82,2004,PRIMARY,MAYOR,VINCE BOBOT,4
82,2004,PRIMARY,MAYOR,MARVIN PRATT,105
82,2004,PRIMARY,MAYOR,TOM BARRETT,191
82,2004,PRIMARY,MAYOR,LEON TODD,1
82,2004,PRIMARY,MAYOR,DAVID CLARKE,112
82,2004,PRIMARY,MAYOR,JOHN V PITTA,3
82,2004,PRIMARY,MAYOR,ARTHUR L JONES,6
82,2004,PRIMARY,MAYOR,WRITE IN,0
83,2004,PRIMARY,MAYOR,SANDY FOLARON,8
83,2004,PRIMARY,MAYOR,FRANK CUMBERBATCH,2
83,2004,PRIMARY,MAYOR,THOMAS G NARDELLI,24
