ward,year,race,office,preference,ballots
156,2020,PRIMARY,MAYOR,LENA TAYLOR,77
156,2020,PRIMARY,MAYOR,WRITE-IN,1
156,2020,PRIMARY,MAYOR,OVER VOTES,0
156,2020,PRIMARY,MAYOR,UNDER VOTES,1
157,2020,PRIMARY,MAYOR,PAUL RASKY,2
157,2020,PRIMARY,MAYOR,TOM BARRETT,62
157,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,9
157,2020,PRIMARY,MAYOR,LENA TAYLOR,64
157,2020,PRIMARY,MAYOR,WRITE-IN,1
157,2020,PRIMARY,MAYOR,OVER VOTES,0
157,2020,PRIMARY,MAYOR,UNDER VOTES,0
158,2020,PRIMARY,MAYOR,PAUL RASKY,1
158,2020,PRIMARY,MAYOR,TOM BARRETT,49
158,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,3
158,2020,PRIMARY,MAYOR,LENA TAYLOR,56
158,2020,PRIMARY,MAYOR,WRITE-IN,0
158,2020,PRIMARY,MAYOR,OVER VOTES,0
158,2020,PRIMARY,MAYOR,UNDER VOTES,0
159,2020,PRIMARY,MAYOR,PAUL RASKY,0
159,2020,PRIMARY,MAYOR,TOM BARRETT,44
159,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,9
159,2020,PRIMARY,MAYOR,LENA TAYLOR,47
159,2020,PRIMARY,MAYOR,WRITE-IN,2
159,2020,PRIMARY,MAYOR,OVER VOTES,0
159,2020,PRIMARY,MAYOR,UNDER VOTES,0
160,2020,PRIMARY,MAYOR,PAUL RASKY,0
160,2020,PRIMARY,MAYOR,TOM BARRETT,39
160,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,10
160,2020,PRIMARY,MAYOR,LENA TAYLOR,75
160,2020,PRIMARY,MAYOR,WRITE-IN,0
160,2020,PRIMARY,MAYOR,OVER VOTES,0
160,2020,PRIMARY,MAYOR,UNDER VOTES,0
161,2020,PRIMARY,MAYOR,PAUL RASKY,1
161,2020,PRIMARY,MAYOR,TOM BARRETT,12
161,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,4
161,2020,PRIMARY,MAYOR,LENA TAYLOR,23
161,2020,PRIMARY,MAYOR,WRITE-IN,0
161,2020,PRIMARY,MAYOR,OVER VOTES,0
161,2020,PRIMARY,MAYOR,UNDER VOTES,0
162,2020,PRIMARY,MAYOR,PAUL RASKY,1
162,2020,PRIMARY,MAYOR,TOM BARRETT,19
162,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,1
162,2020,PRIMARY,MAYOR,LENA TAYLOR,34
162,2020,PRIMARY,MAYOR,WRITE-IN,1
162,2020,PRIMARY,MAYOR,OVER VOTES,0
162,2020,PRIMARY,MAYOR,UNDER VOTES,0
163,2020,PRIMARY,MAYOR,PAUL RASKY,1
163,2020,PRIMARY,MAYOR,TOM BARRETT,47
163,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,7
163,2020,PRIMARY,MAYOR,LENA TAYLOR,62
163,2020,PRIMARY,MAYOR,WRITE-IN,2
163,2020,PRIMARY,MAYOR,OVER VOTES,0
163,2020,PRIMARY,MAYOR,UNDER VOTES,1
164,2020,PRIMARY,MAYOR,PAUL RASKY,5
164,2020,PRIMARY,MAYOR,TOM BARRETT,91
164,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,19
164,2020,PRIMARY,MAYOR,LENA TAYLOR,87
164,2020,PRIMARY,MAYOR,WRITE-IN,2
164,2020,PRIMARY,MAYOR,OVER VOTES,0
164,2020,PRIMARY,MAYOR,UNDER VOTES,3
165,2020,PRIMARY,MAYOR,PAUL RASKY,11
165,2020,PRIMARY,MAYOR,TOM BARRETT,91
165,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,13
165,2020,PRIMARY,MAYOR,LENA TAYLOR,40
165,2020,PRIMARY,MAYOR,WRITE-IN,6
165,2020,PRIMARY,MAYOR,OVER VOTES,0
165,2020,PRIMARY,MAYOR,UNDER VOTES,3
166,2020,PRIMARY,MAYOR,PAUL RASKY,1
166,2020,PRIMARY,MAYOR,TOM BARRETT,49
166,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,6
166,2020,PRIMARY,MAYOR,LENA TAYLOR,17
166,2020,PRIMARY,MAYOR,WRITE-IN,0
166,2020,PRIMARY,MAYOR,OVER VOTES,0
166,2020,PRIMARY,MAYOR,UNDER VOTES,3
167,2020,PRIMARY,MAYOR,PAUL RASKY,10
167,2020,PRIMARY,MAYOR,TOM BARRETT,219
167,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,33
167,2020,PRIMARY,MAYOR,LENA TAYLOR,59
167,2020,PRIMARY,MAYOR,WRITE-IN,0
167,2020,PRIMARY,MAYOR,OVER VOTES,0
167,2020,PRIMARY,MAYOR,UNDER VOTES,4
168,2020,PRIMARY,MAYOR,PAUL RASKY,8
168,2020,PRIMARY,MAYOR,TOM BARRETT,487
168,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,57
168,2020,PRIMARY,MAYOR,LENA TAYLOR,97
168,2020,PRIMARY,MAYOR,WRITE-IN,2
168,2020,PRIMARY,MAYOR,OVER VOTES,0
168,2020,PRIMARY,MAYOR,UNDER VOTES,6
169,2020,PRIMARY,MAYOR,PAUL RASKY,0
169,2020,PRIMARY,MAYOR,TOM BARRETT,24
169,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,3
169,2020,PRIMARY,MAYOR,LENA TAYLOR,37
169,2020,PRIMARY,MAYOR,WRITE-IN,0
169,2020,PRIMARY,MAYOR,OVER VOTES,0
169,2020,PRIMARY,MAYOR,UNDER VOTES,0
170,2020,PRIMARY,MAYOR,PAUL RASKY,1
170,2020,PRIMARY,MAYOR,TOM BARRETT,25
170,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,5
170,2020,PRIMARY,MAYOR,LENA TAYLOR,29
170,2020,PRIMARY,MAYOR,WRITE-IN,1
170,2020,PRIMARY,MAYOR,OVER VOTES,0
170,2020,PRIMARY,MAYOR,UNDER VOTES,0
171,2020,PRIMARY,MAYOR,PAUL RASKY,0
171,2020,PRIMARY,MAYOR,TOM BARRETT,4
171,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,2
171,2020,PRIMARY,MAYOR,LENA TAYLOR,15
171,2020,PRIMARY,MAYOR,WRITE-IN,0
171,2020,PRIMARY,MAYOR,OVER VOTES,0
171,2020,PRIMARY,MAYOR,UNDER VOTES,0
172,2020,PRIMARY,MAYOR,PAUL RASKY,2
172,2020,PRIMARY,MAYOR,TOM BARRETT,44
172,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,3
172,2020,PRIMARY,MAYOR,LENA TAYLOR,81
172,2020,PRIMARY,MAYOR,WRITE-IN,0
172,2020,PRIMARY,MAYOR,OVER VOTES,0
172,2020,PRIMARY,MAYOR,UNDER VOTES,1
173,2020,PRIMARY,MAYOR,PAUL RASKY,0
173,2020,PRIMARY,MAYOR,TOM BARRETT,49
173,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,4
173,2020,PRIMARY,MAYOR,LENA TAYLOR,71
173,2020,PRIMARY,MAYOR,WRITE-IN,1
173,2020,PRIMARY,MAYOR,OVER VOTES,0
173,2020,PRIMARY,MAYOR,UNDER VOTES,0
174,2020,PRIMARY,MAYOR,PAUL RASKY,2
174,2020,PRIMARY,MAYOR,TOM BARRETT,85
174,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,10
174,2020,PRIMARY,MAYOR,LENA TAYLOR,109
174,2020,PRIMARY,MAYOR,WRITE-IN,1
174,2020,PRIMARY,MAYOR,OVER VOTES,0
174,2020,PRIMARY,MAYOR,UNDER VOTES,1
175,2020,PRIMARY,MAYOR,PAUL RASKY,1
175,2020,PRIMARY,MAYOR,TOM BARRETT,92
175,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,4
175,2020,PRIMARY,MAYOR,LENA TAYLOR,100
175,2020,PRIMARY,MAYOR,WRITE-IN,1
175,2020,PRIMARY,MAYOR,OVER VOTES,0
175,2020,PRIMARY,MAYOR,UNDER VOTES,2
176,2020,PRIMARY,MAYOR,PAUL RASKY,1
176,2020,PRIMARY,MAYOR,TOM BARRETT,57
176,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,3
176,2020,PRIMARY,MAYOR,LENA TAYLOR,73
176,2020,PRIMARY,MAYOR,WRITE-IN,2
176,2020,PRIMARY,MAYOR,OVER VOTES,1
176,2020,PRIMARY,MAYOR,UNDER VOTES,1
177,2020,PRIMARY,MAYOR,PAUL RASKY,8
177,2020,PRIMARY,MAYOR,TOM BARRETT,389
177,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,44
177,2020,PRIMARY,MAYOR,LENA TAYLOR,137
177,2020,PRIMARY,MAYOR,WRITE-IN,3
177,2020,PRIMARY,MAYOR,OVER VOTES,0
177,2020,PRIMARY,MAYOR,UNDER VOTES,11
178,2020,PRIMARY,MAYOR,PAUL RASKY,13
178,2020,PRIMARY,MAYOR,TOM BARRETT,271
178,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,52
178,2020,PRIMARY,MAYOR,LENA TAYLOR,110
178,2020,PRIMARY,MAYOR,WRITE-IN,3
178,2020,PRIMARY,MAYOR,OVER VOTES,0
178,2020,PRIMARY,MAYOR,UNDER VOTES,5
179,2020,PRIMARY,MAYOR,PAUL RASKY,17
179,2020,PRIMARY,MAYOR,TOM BARRETT,297
179,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,37
179,2020,PRIMARY,MAYOR,LENA TAYLOR,156
179,2020,PRIMARY,MAYOR,WRITE-IN,0
179,2020,PRIMARY,MAYOR,OVER VOTES,0
179,2020,PRIMARY,MAYOR,UNDER VOTES,12
180,2020,PRIMARY,MAYOR,PAUL RASKY,2
180,2020,PRIMARY,MAYOR,TOM BARRETT,239
180,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,33
180,2020,PRIMARY,MAYOR,LENA TAYLOR,71
180,2020,PRIMARY,MAYOR,WRITE-IN,4
180,2020,PRIMARY,MAYOR,OVER VOTES,0
180,2020,PRIMARY,MAYOR,UNDER VOTES,6
181,2020,PRIMARY,MAYOR,PAUL RASKY,8
181,2020,PRIMARY,MAYOR,TOM BARRETT,529
181,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,54
181,2020,PRIMARY,MAYOR,LENA TAYLOR,75
181,2020,PRIMARY,MAYOR,WRITE-IN,2
181,2020,PRIMARY,MAYOR,OVER VOTES,0
181,2020,PRIMARY,MAYOR,UNDER VOTES,15
182,2020,PRIMARY,MAYOR,PAUL RASKY,12
182,2020,PRIMARY,MAYOR,TOM BARRETT,302
182,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,37
182,2020,PRIMARY,MAYOR,LENA TAYLOR,106
182,2020,PRIMARY,MAYOR,WRITE-IN,1
182,2020,PRIMARY,MAYOR,OVER VOTES,0
182,2020,PRIMARY,MAYOR,UNDER VOTES,5
183,2020,PRIMARY,MAYOR,PAUL RASKY,10
183,2020,PRIMARY,MAYOR,TOM BARRETT,362
183,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,42
183,2020,PRIMARY,MAYOR,LENA TAYLOR,134
183,2020,PRIMARY,MAYOR,WRITE-IN,3
183,2020,PRIMARY,MAYOR,OVER VOTES,0
183,2020,PRIMARY,MAYOR,UNDER VOTES,14
184,2020,PRIMARY,MAYOR,PAUL RASKY,9
184,2020,PRIMARY,MAYOR,TOM BARRETT,290
184,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,61
184,2020,PRIMARY,MAYOR,LENA TAYLOR,85
184,2020,PRIMARY,MAYOR,WRITE-IN,7
184,2020,PRIMARY,MAYOR,OVER VOTES,0
184,2020,PRIMARY,MAYOR,UNDER VOTES,6
185,2020,PRIMARY,MAYOR,PAUL RASKY,12
185,2020,PRIMARY,MAYOR,TOM BARRETT,357
185,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,55
185,2020,PRIMARY,MAYOR,LENA TAYLOR,78
185,2020,PRIMARY,MAYOR,WRITE-IN,4
185,2020,PRIMARY,MAYOR,OVER VOTES,0
185,2020,PRIMARY,MAYOR,UNDER VOTES,11
186,2020,PRIMARY,MAYOR,PAUL RASKY,18
186,2020,PRIMARY,MAYOR,TOM BARRETT,369
186,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,61
186,2020,PRIMARY,MAYOR,LENA TAYLOR,66
186,2020,PRIMARY,MAYOR,WRITE-IN,9
186,2020,PRIMARY,MAYOR,OVER VOTES,0
186,2020,PRIMARY,MAYOR,UNDER VOTES,14
187,2020,PRIMARY,MAYOR,PAUL RASKY,4
187,2020,PRIMARY,MAYOR,TOM BARRETT,79
187,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,13
187,2020,PRIMARY,MAYOR,LENA TAYLOR,52
187,2020,PRIMARY,MAYOR,WRITE-IN,1
187,2020,PRIMARY,MAYOR,OVER VOTES,0
187,2020,PRIMARY,MAYOR,UNDER VOTES,3
188,2020,PRIMARY,MAYOR,PAUL RASKY,3
188,2020,PRIMARY,MAYOR,TOM BARRETT,67
188,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,15
188,2020,PRIMARY,MAYOR,LENA TAYLOR,28
188,2020,PRIMARY,MAYOR,WRITE-IN,3
188,2020,PRIMARY,MAYOR,OVER VOTES,0
188,2020,PRIMARY,MAYOR,UNDER VOTES,2
189,2020,PRIMARY,MAYOR,PAUL RASKY,5
189,2020,PRIMARY,MAYOR,TOM BARRETT,72
189,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,12
189,2020,PRIMARY,MAYOR,LENA TAYLOR,87
189,2020,PRIMARY,MAYOR,WRITE-IN,1
189,2020,PRIMARY,MAYOR,OVER VOTES,0
189,2020,PRIMARY,MAYOR,UNDER VOTES,3
190,2020,PRIMARY,MAYOR,PAUL RASKY,15
190,2020,PRIMARY,MAYOR,TOM BARRETT,90
190,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,14
190,2020,PRIMARY,MAYOR,LENA TAYLOR,66
190,2020,PRIMARY,MAYOR,WRITE-IN,0
190,2020,PRIMARY,MAYOR,OVER VOTES,0
190,2020,PRIMARY,MAYOR,UNDER VOTES,12
191,2020,PRIMARY,MAYOR,PAUL RASKY,5
191,2020,PRIMARY,MAYOR,TOM BARRETT,29
191,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,2
191,2020,PRIMARY,MAYOR,LENA TAYLOR,30
191,2020,PRIMARY,MAYOR,WRITE-IN,2
191,2020,PRIMARY,MAYOR,OVER VOTES,0
191,2020,PRIMARY,MAYOR,UNDER VOTES,6
192,2020,PRIMARY,MAYOR,PAUL RASKY,2
192,2020,PRIMARY,MAYOR,TOM BARRETT,18
192,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,4
192,2020,PRIMARY,MAYOR,LENA TAYLOR,35
192,2020,PRIMARY,MAYOR,WRITE-IN,0
192,2020,PRIMARY,MAYOR,OVER VOTES,0
192,2020,PRIMARY,MAYOR,UNDER VOTES,1
193,2020,PRIMARY,MAYOR,PAUL RASKY,2
193,2020,PRIMARY,MAYOR,TOM BARRETT,40
193,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,6
193,2020,PRIMARY,MAYOR,LENA TAYLOR,83
193,2020,PRIMARY,MAYOR,WRITE-IN,0
193,2020,PRIMARY,MAYOR,OVER VOTES,0
193,2020,PRIMARY,MAYOR,UNDER VOTES,2
194,2020,PRIMARY,MAYOR,PAUL RASKY,2
194,2020,PRIMARY,MAYOR,TOM BARRETT,42
194,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,4
194,2020,PRIMARY,MAYOR,LENA TAYLOR,44
194,2020,PRIMARY,MAYOR,WRITE-IN,1
194,2020,PRIMARY,MAYOR,OVER VOTES,0
194,2020,PRIMARY,MAYOR,UNDER VOTES,1
195,2020,PRIMARY,MAYOR,PAUL RASKY,2
195,2020,PRIMARY,MAYOR,TOM BARRETT,41
195,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,1
195,2020,PRIMARY,MAYOR,LENA TAYLOR,44
195,2020,PRIMARY,MAYOR,WRITE-IN,1
195,2020,PRIMARY,MAYOR,OVER VOTES,0
195,2020,PRIMARY,MAYOR,UNDER VOTES,1
196,2020,PRIMARY,MAYOR,PAUL RASKY,4
196,2020,PRIMARY,MAYOR,TOM BARRETT,45
196,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,11
196,2020,PRIMARY,MAYOR,LENA TAYLOR,50
196,2020,PRIMARY,MAYOR,WRITE-IN,0
196,2020,PRIMARY,MAYOR,OVER VOTES,0
196,2020,PRIMARY,MAYOR,UNDER VOTES,1
197,2020,PRIMARY,MAYOR,PAUL RASKY,1
197,2020,PRIMARY,MAYOR,TOM BARRETT,33
197,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,7
197,2020,PRIMARY,MAYOR,LENA TAYLOR,33
197,2020,PRIMARY,MAYOR,WRITE-IN,0
197,2020,PRIMARY,MAYOR,OVER VOTES,0
197,2020,PRIMARY,MAYOR,UNDER VOTES,2
198,2020,PRIMARY,MAYOR,PAUL RASKY,2
198,2020,PRIMARY,MAYOR,TOM BARRETT,60
198,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,8
198,2020,PRIMARY,MAYOR,LENA TAYLOR,62
198,2020,PRIMARY,MAYOR,WRITE-IN,1
198,2020,PRIMARY,MAYOR,OVER VOTES,0
198,2020,PRIMARY,MAYOR,UNDER VOTES,5
199,2020,PRIMARY,MAYOR,PAUL RASKY,1
199,2020,PRIMARY,MAYOR,TOM BARRETT,81
199,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,11
199,2020,PRIMARY,MAYOR,LENA TAYLOR,121
199,2020,PRIMARY,MAYOR,WRITE-IN,2
199,2020,PRIMARY,MAYOR,OVER VOTES,0
199,2020,PRIMARY,MAYOR,UNDER VOTES,2
200,2020,PRIMARY,MAYOR,PAUL RASKY,2
200,2020,PRIMARY,MAYOR,TOM BARRETT,34
200,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,11
200,2020,PRIMARY,MAYOR,LENA TAYLOR,35
200,2020,PRIMARY,MAYOR,WRITE-IN,1
200,2020,PRIMARY,MAYOR,OVER VOTES,0
200,2020,PRIMARY,MAYOR,UNDER VOTES,2
201,2020,PRIMARY,MAYOR,PAUL RASKY,3
201,2020,PRIMARY,MAYOR,TOM BARRETT,32
201,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,6
201,2020,PRIMARY,MAYOR,LENA TAYLOR,30
201,2020,PRIMARY,MAYOR,WRITE-IN,0
201,2020,PRIMARY,MAYOR,OVER VOTES,0
201,2020,PRIMARY,MAYOR,UNDER VOTES,1
202,2020,PRIMARY,MAYOR,PAUL RASKY,9
202,2020,PRIMARY,MAYOR,TOM BARRETT,161
202,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,28
202,2020,PRIMARY,MAYOR,LENA TAYLOR,61
202,2020,PRIMARY,MAYOR,WRITE-IN,3
202,2020,PRIMARY,MAYOR,OVER VOTES,0
202,2020,PRIMARY,MAYOR,UNDER VOTES,5
203,2020,PRIMARY,MAYOR,PAUL RASKY,7
203,2020,PRIMARY,MAYOR,TOM BARRETT,289
203,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,38
203,2020,PRIMARY,MAYOR,LENA TAYLOR,74
203,2020,PRIMARY,MAYOR,WRITE-IN,3
203,2020,PRIMARY,MAYOR,OVER VOTES,0
203,2020,PRIMARY,MAYOR,UNDER VOTES,7
204,2020,PRIMARY,MAYOR,PAUL RASKY,6
204,2020,PRIMARY,MAYOR,TOM BARRETT,228
204,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,29
204,2020,PRIMARY,MAYOR,LENA TAYLOR,40
204,2020,PRIMARY,MAYOR,WRITE-IN,3
204,2020,PRIMARY,MAYOR,OVER VOTES,0
204,2020,PRIMARY,MAYOR,UNDER VOTES,1
205,2020,PRIMARY,MAYOR,PAUL RASKY,11
205,2020,PRIMARY,MAYOR,TOM BARRETT,171
205,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,45
205,2020,PRIMARY,MAYOR,LENA TAYLOR,48
205,2020,PRIMARY,MAYOR,WRITE-IN,2
205,2020,PRIMARY,MAYOR,OVER VOTES,0
205,2020,PRIMARY,MAYOR,UNDER VOTES,2
206,2020,PRIMARY,MAYOR,PAUL RASKY,9
206,2020,PRIMARY,MAYOR,TOM BARRETT,208
206,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,48
206,2020,PRIMARY,MAYOR,LENA TAYLOR,26
206,2020,PRIMARY,MAYOR,WRITE-IN,0
206,2020,PRIMARY,MAYOR,OVER VOTES,0
206,2020,PRIMARY,MAYOR,UNDER VOTES,7
207,2020,PRIMARY,MAYOR,PAUL RASKY,17
207,2020,PRIMARY,MAYOR,TOM BARRETT,101
207,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,35
207,2020,PRIMARY,MAYOR,LENA TAYLOR,29
207,2020,PRIMARY,MAYOR,WRITE-IN,4
207,2020,PRIMARY,MAYOR,OVER VOTES,0
207,2020,PRIMARY,MAYOR,UNDER VOTES,5
208,2020,PRIMARY,MAYOR,PAUL RASKY,11
208,2020,PRIMARY,MAYOR,TOM BARRETT,118
208,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,58
208,2020,PRIMARY,MAYOR,LENA TAYLOR,38
208,2020,PRIMARY,MAYOR,WRITE-IN,1
208,2020,PRIMARY,MAYOR,OVER VOTES,0
208,2020,PRIMARY,MAYOR,UNDER VOTES,7
209,2020,PRIMARY,MAYOR,PAUL RASKY,13
209,2020,PRIMARY,MAYOR,TOM BARRETT,109
209,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,70
209,2020,PRIMARY,MAYOR,LENA TAYLOR,31
209,2020,PRIMARY,MAYOR,WRITE-IN,3
209,2020,PRIMARY,MAYOR,OVER VOTES,0
209,2020,PRIMARY,MAYOR,UNDER VOTES,12
210,2020,PRIMARY,MAYOR,PAUL RASKY,17
210,2020,PRIMARY,MAYOR,TOM BARRETT,79
210,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,60
210,2020,PRIMARY,MAYOR,LENA TAYLOR,33
210,2020,PRIMARY,MAYOR,WRITE-IN,2
210,2020,PRIMARY,MAYOR,OVER VOTES,0
210,2020,PRIMARY,MAYOR,UNDER VOTES,5
211,2020,PRIMARY,MAYOR,PAUL RASKY,15
211,2020,PRIMARY,MAYOR,TOM BARRETT,88
211,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,36
211,2020,PRIMARY,MAYOR,LENA TAYLOR,34
211,2020,PRIMARY,MAYOR,WRITE-IN,3
211,2020,PRIMARY,MAYOR,OVER VOTES,0
211,2020,PRIMARY,MAYOR,UNDER VOTES,5
212,2020,PRIMARY,MAYOR,PAUL RASKY,14
212,2020,PRIMARY,MAYOR,TOM BARRETT,78
212,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,44
212,2020,PRIMARY,MAYOR,LENA TAYLOR,25
212,2020,PRIMARY,MAYOR,WRITE-IN,1
212,2020,PRIMARY,MAYOR,OVER VOTES,0
212,2020,PRIMARY,MAYOR,UNDER VOTES,3
213,2020,PRIMARY,MAYOR,PAUL RASKY,14
213,2020,PRIMARY,MAYOR,TOM BARRETT,122
213,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,40
213,2020,PRIMARY,MAYOR,LENA TAYLOR,40
213,2020,PRIMARY,MAYOR,WRITE-IN,3
213,2020,PRIMARY,MAYOR,OVER VOTES,0
213,2020,PRIMARY,MAYOR,UNDER VOTES,2
214,2020,PRIMARY,MAYOR,PAUL RASKY,4
214,2020,PRIMARY,MAYOR,TOM BARRETT,84
214,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,23
214,2020,PRIMARY,MAYOR,LENA TAYLOR,22
214,2020,PRIMARY,MAYOR,WRITE-IN,0
214,2020,PRIMARY,MAYOR,OVER VOTES,0
214,2020,PRIMARY,MAYOR,UNDER VOTES,6
215,2020,PRIMARY,MAYOR,PAUL RASKY,6
215,2020,PRIMARY,MAYOR,TOM BARRETT,34
215,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,13
215,2020,PRIMARY,MAYOR,LENA TAYLOR,12
215,2020,PRIMARY,MAYOR,WRITE-IN,0
215,2020,PRIMARY,MAYOR,OVER VOTES,0
215,2020,PRIMARY,MAYOR,UNDER VOTES,1
216,2020,PRIMARY,MAYOR,PAUL RASKY,3
216,2020,PRIMARY,MAYOR,TOM BARRETT,33
216,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,15
216,2020,PRIMARY,MAYOR,LENA TAYLOR,5
216,2020,PRIMARY,MAYOR,WRITE-IN,1
216,2020,PRIMARY,MAYOR,OVER VOTES,0
216,2020,PRIMARY,MAYOR,UNDER VOTES,0
217,2020,PRIMARY,MAYOR,PAUL RASKY,6
217,2020,PRIMARY,MAYOR,TOM BARRETT,61
217,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,31
217,2020,PRIMARY,MAYOR,LENA TAYLOR,20
217,2020,PRIMARY,MAYOR,WRITE-IN,2
217,2020,PRIMARY,MAYOR,OVER VOTES,0
217,2020,PRIMARY,MAYOR,UNDER VOTES,1
218,2020,PRIMARY,MAYOR,PAUL RASKY,10
218,2020,PRIMARY,MAYOR,TOM BARRETT,97
218,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,43
218,2020,PRIMARY,MAYOR,LENA TAYLOR,22
218,2020,PRIMARY,MAYOR,WRITE-IN,2
218,2020,PRIMARY,MAYOR,OVER VOTES,0
218,2020,PRIMARY,MAYOR,UNDER VOTES,2
219,2020,PRIMARY,MAYOR,PAUL RASKY,6
219,2020,PRIMARY,MAYOR,TOM BARRETT,60
219,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,12
219,2020,PRIMARY,MAYOR,LENA TAYLOR,18
219,2020,PRIMARY,MAYOR,WRITE-IN,3
219,2020,PRIMARY,MAYOR,OVER VOTES,0
219,2020,PRIMARY,MAYOR,UNDER VOTES,5
220,2020,PRIMARY,MAYOR,PAUL RASKY,1
220,2020,PRIMARY,MAYOR,TOM BARRETT,73
220,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,14
220,2020,PRIMARY,MAYOR,LENA TAYLOR,21
220,2020,PRIMARY,MAYOR,WRITE-IN,0
220,2020,PRIMARY,MAYOR,OVER VOTES,0
220,2020,PRIMARY,MAYOR,UNDER VOTES,4
221,2020,PRIMARY,MAYOR,PAUL RASKY,11
221,2020,PRIMARY,MAYOR,TOM BARRETT,144
221,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,87
221,2020,PRIMARY,MAYOR,LENA TAYLOR,40
221,2020,PRIMARY,MAYOR,WRITE-IN,2
221,2020,PRIMARY,MAYOR,OVER VOTES,0
221,2020,PRIMARY,MAYOR,UNDER VOTES,12
222,2020,PRIMARY,MAYOR,PAUL RASKY,4
222,2020,PRIMARY,MAYOR,TOM BARRETT,58
222,2020,PRIMARY,MAYOR,T. ANTHONY ZIELINSKI,12
222,2020,PRIMARY,MAYOR,LENA TAYLOR,20
222,2020,PRIMARY,MAYOR,WRITE-IN,0
222,2020,PRIMARY,MAYOR,OVER VOTES,0
222,2020,PRIMARY,MAYOR,UNDER VOTES,3
